#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###########Communal Government####
#Title Localizations
agrarian_government;Communal;;;;;;;;;;;;;x
agrarian_government_desc;Communal government reflects the ideals of La Hermandad, that the people and their labor should be the first concern of every ruler. Rulers are expected to put their people's concerns first and even to labor in the field alongside them when the harvest is brought in. Elections are usually favored over direct hereditary succession, and collectivism is championed as an ideal that reflects the will of the people rather than that just of its rulers.;;;;;;;;;;;;;x

#LH Traits

la_hermandad_vieja;Vieja;;;;;;;;;;;;;x
la_hermandad_vieja_desc;This man is a venerated La Hermandad elder.;;;;;;;;;;;;;x
la_hermandad_viejo;Viejo;;;;;;;;;;;;;x
la_hermandad_viejo_desc;This man is a venerated La Hermandad elder.;;;;;;;;;;;;;x
la_hermandad_padre;Padre;;;;;;;;;;;;;x
la_hermandad_padre_desc;This character is a man of the cloth. A sworn celibate.;;;;;;;;;;;;;x
companero;Compañero;;;;;;;;;;;;;x
companero_desc;Vesrath write a fitting description please.;;;;;;;;;;;;;x
sapo;Sapo;;;;;;;;;;;;;x,,,,,,
sapo_desc;Vesrath write a fitting description please.;;;;;;;;;;;;;x
school_giver;School of the Giver;;;;;;;;;;;;;x
school_giver_desc;This character is a student of the Poor and the Suffering, seeking to provide for them as if they were his own, in the model of a legendary almswoman from before the Event.;;;;;;;;;;;;;x
school_organizer;School of the Organizer;;;;;;;;;;;;;x
school_organizer_desc;This character is a student of the Organizer, who rallied her people and gave them the swords with which to strike down their oppressor;;;;;;;;;;;;;x
school_teacher;School of the Teachers;;;;;;;;;;;;;x
school_teacher_desc;This character is a student of the Teachers, the philosophers who laid down the foundations which the brotherhood is based on.;;;;;;;;;;;;;x
school_leader;School of the Leader;;;;;;;;;;;;;x
school_leader_desc;This character is a student of the Leader, who bled for his people to make them see their own strength, with which to strike down their oppressor.;;;;;;;;;;;;;x

temple_baron_la_hermandad;Padre;;;;;;;;;;;;;x
temple_baron_female_la_hermandad;Madre;;;;;;;;;;;;;x
temple_barony_la_hermandad;Iglesia;;;;;;;;;;;;;x
temple_barony_of_la_hermandad;Iglesia of;;;;;;;;;;;;;x

VIEJO_ROBLE;Viejo Roble;;;;;;;;;;;;;x
VIEJA_ROBLE;Vieja Roble;;;;;;;;;;;;;x
VIEJO_ROBLE_FOA;Pillar of the Community;;;;;;;;;;;;;x

#############Default Communal Localizations
agrarian_baron;Alcalde;;;;;;;;;;;;;x
agrarian_baron_female;Alcaldesa;;;;;;;;;;;;;x
agrarian_barony_of;Alcaldía of;;;;;;;;;;;;;x
agrarian_barony;Alcaldía;;;;;;;;;;;;;x
agrarian_count;Afiliado;;;;;;;;;;;;;x
agrarian_count_female;Afiliada;;;;;;;;;;;;;x
agrarian_county_of;Afiliación of;;;;;;;;;;;;;x
agrarian_county;Afiliación;;;;;;;;;;;;;x
agrarian_duke;Camarada;;;;;;;;;;;;;x
agrarian_duke_female;Camarada;;;;;;;;;;;;;x
agrarian_duchy_of;Jurisdicción of;;;;;;;;;;;;;x
agrarian_duchy;Jurisdicción;;;;;;;;;;;;;x
agrarian_king;Jefe Sindical;;;;;;;;;;;;;x
agrarian_king_female;Jefa Sindical;;;;;;;;;;;;;x
agrarian_kingdom_of;Sindicato of;;;;;;;;;;;;;x
agrarian_kingdom;Sindicato;;;;;;;;;;;;;x
agrarian_emperor;Gran Rector;;;;;;;;;;;;;x
agrarian_emperor_female;Gran Rectora;;;;;;;;;;;;;x
agrarian_empire_of;Federación of;;;;;;;;;;;;;x
agrarian_empire;Federación;;;;;;;;;;;;;x
title_prince_la_hermandad;Ástago;;;;;;;;;;;;;x
title_prince_female_la_hermandad;Ástago;;;;;;;;;;;;;x

##############Anglo Communal Localizations
agrarian_baron_texan;Mayor;;;;;;;;;;;;;x
agrarian_baron_female_texan;Mayor;;;;;;;;;;;;;x
agrarian_barony_of_texan;Mayorship of;;;;;;;;;;;;;x
agrarian_barony_texan;Mayorship;;;;;;;;;;;;;x
agrarian_count_texan;Affiliate;;;;;;;;;;;;;x
agrarian_count_female_texan;Affiliate;;;;;;;;;;;;;x
agrarian_county_of_texan;Affiliation of;;;;;;;;;;;;;x
agrarian_county_texan;Affiliation;;;;;;;;;;;;;x
agrarian_duke_texan;Comrade;;;;;;;;;;;;;x
agrarian_duke_female_texan;Comrade;;;;;;;;;;;;;x
agrarian_duchy_of_texan;Jurisdiction of;;;;;;;;;;;;;x
agrarian_duchy_texan;Jurisdiction;;;;;;;;;;;;;x
agrarian_king_texan;Syndicate Leader;;;;;;;;;;;;;x
agrarian_king_female_texan;Syndicate Leader;;;;;;;;;;;;;x
agrarian_kingdom_of_texan;Syndicate of;;;;;;;;;;;;;x
agrarian_kingdom_texan;Syndicate;;;;;;;;;;;;;x
agrarian_emperor_texan;Grand Rector;;;;;;;;;;;;;x
agrarian_emperor_female_texan;Grand Rectoress;;;;;;;;;;;;;x
agrarian_empire_of_texan;Federation of;;;;;;;;;;;;;x
agrarian_empire_texan;Federation;;;;;;;;;;;;;x

agrarian_baron_oklahoman;Mayor;;;;;;;;;;;;;x
agrarian_baron_female_oklahoman;Mayor;;;;;;;;;;;;;x
agrarian_barony_of_oklahoman;Mayorship of;;;;;;;;;;;;;x
agrarian_barony_oklahoman;Mayorship;;;;;;;;;;;;;x
