######Religions######

insular;Insular;;;;;;;;;;;;;x
insular_DESC;Steadfastly refusing to recognize the religious authorities in Mexico, St. Louis, or Quebec as legitimate leaders of Catholicism, the Catholic Bishops in the Caribbean began administering their respective dioceses or "Insula" with their own unique rites. While the teachings of Caribbean Catholic priests generally stay within mainstream Catholicism, foreign Christians often opine that many of the "African Saints" venerated by individual Insular Catholics are suspiciously similar to the entities venerated in Voodoo and Santeria;;;;;;;;;;;;;x

wormwoodist;Tridentine;;;;;;;;;;;;x
wormwoodist_DESC;The Tridentine began as a movement within Insular Catholicism, spearheaded Bishop Ambrose Wormwood of Andros. Bishop Wormwood strongly condemned the practices of the African-rooted syncretic religions of the Caribbean, condemning especially those who engaged in those practices while professing Catholicism. He also accused the Popes in St. Louis of forging a false apostolic succession from whole cloth, characterizing them as wolves in sheep's clothing. After the conquest of the Caribbean by Portia Bustamante, Wormwoodists turned on the Insular clergy, claiming that their inaction with regards to the growing influence of the Afro-syncretists and the St. Louis Papacy means that the Insular Clergy must be violently overthrown and replaced. The Tridentines claim the only correct form of mass is the Latin Mass rejecting Spanish and French Vernacular Mass.;;;;;;;;;;;;;x

######Titles######

d_occidente;Occidente;Occidente;Occidente;;Occidente;;;;;;;;;x
d_occidente_adj;Occidental;Occidental;Occidental;;Occidental;;;;;;;;;x

c_mayabeque;Mayabeque;Mayabeque;Mayabeque;;Mayabeque;;;;;;;;;x
c_mayabeque_adj;Mayabequean;Mayabequean;Mayabequean;;Mayabequean;;;;;;;;;x

#New Havana Barony
b_miramar_CUB;Miramar;Miramar;Miramar;;Miramar;;;;;;;;;x

#New Artemisa Baronies
b_guanajay_CUB;Guanajay;Guanajay;Guanajay;;Guanajay;;;;;;;;;x #This one is in the fan fork, but is spelled Gaunajay, presumably because of a type. We should delete the typo'd guanajay in 00_am_titles_baronies at some point
b_san_antonio_de_los_banos_CUB;San Antonio de Los Baños;San Antonio de Los Baños;San Antonio de Los Baños;;San Antonio de Los Baños;;;;;;;;;x

#New Mayabeque Baronies
b_san_jose_de_las_lajas_CUB;San José de Las Lajas;San José de Las Lajas;San José de Las Lajas;;San José de Las Lajas;;;;;;;;;x
b_santa_cruz_del_norte_CUB;Santa Cruz del Norte;Santa Cruz del Norte;Santa Cruz del Norte;;Santa Cruz del Norte;;;;;;;;;x
b_madruga_CUB;Madruga;Madruga;Madruga;;Madruga;;;;;;;;;x
b_san_nicolas_CUB;San Nicolás;San Nicolás;San Nicolás;;San Nicolás;;;;;;;;;x
b_nueva_paz_CUB;Nueva Paz;Nueva Paz;Nueva Paz;;Nueva Paz;;;;;;;;;x
b_playa_mayabeque_CUB;Playa Mayabeque;Playa Mayabeque;Playa Mayabeque;;Playa Mayabeque;;;;;;;;;x

######Decisions######

######Events######
