##############GARINAGU
##########GARINAGU
#minisigu	GABINETE Conjunto de ministros
#uwari	GOBIERNO Conjunto de los ministros
#surúsia hiñáru / surúsia würi	DOCTOR Médico
#maistu / araudahati	MAESTRO Profesor
#maistûgu	MAGISTERIO Profesión del maestro
#gariyahati / chútaru	MAGO Que ejerce la magia
#habuti gumadimatiñu	MAGISTRADO Miembro de la judicatura
#aguseragülei	TRIBUNAL Lugar donde se administra justicia
#gumadi	GOBERNACIÓN Lugar donde despacha el gobernador
#waiyei	DOÑA Señora
#waiyei (m) / waiyau (f)	SEÑOR Tratamiento de cortesía
#weiyei / iyubudi	FEUDO Posesión de un señor
#gabilidu	ALCALDÍA Territorio de su jurisdicción
#galidi / agalidihati	ALCALDE Persona que preside una alcaldía
#inébewa	MAJESTAD Rey o reina
#lurudueimuna / gumadima	ÁRBITRO Juez
#gumadina	JUEZ Persona con autoridad para juzgar y sentenciar
#adilihati	MEDIAR Interceder
#ayanuha / luaigiñe	INTERCEDER Rogar por otro
#ubutugu	CIUDAD Población grande, importante
#wairiti	GRANDE De gran tamaño
#fadaguaü / farüga	MURALLA Muro grande
#galigande muna	MANSIÓN Casa lujosa y gran
#pânâ aunigirutibu	GUARDIÁN Persona que cuida algo
#gawaguti	DELEGADO Persona en quien se delega
#gawagutiña	DELEGACIÓN Conjunto de delegados
#fueleidu	CAPITÁN Oficial que manda
#furúmieti (m) furúmietu (f )	PRIMERO Principal
#alidihati / agabutihati	DIRECTOR Jefe que dirige
#alídihati (m), / alídihatu (f)	RECTOR Que rige
#afaraguni / ídereguni ûnguaü	PROCURAR Hacer diligencia para conseguir algo
#agairaü	NACIÓN Habitantes de un país
#ubáfu sügüsügueinati	RANGO Jerarquía, categoría
#chamuti / chubaluguti	EXCELENTE Sobresaliente
#gürigia buiti, gausanti	SUBLIME Excelente
#ubafu	PODER Gobierno de un país
#fádi / fádiri	SACERDOTE Hombre consagrado a Dios que dice misa
#madúgaunti (m) madúgaunti	SAGRADO Dedicado a Dios
#lufulasun	JURISDICCIÓN Territorio en que se ejerce autoridad
#agabutihati	DIRIGENTE Jefe que dirige
#alidihati / agabutihati	DIRECTOR Jefe que dirige
#gumadima wuribati	CAUDILLO Jefe
#hungulama	CAPO Jefe mafioso
#ichügünaü / ábuti / ichügübari	CABECILLA Jefe, caudillo
#le lererun uwai	DECRETAR Ordenar algo el Jefe de Estado
#ubuhudu	CACIQUE Jefe de una tribu
#ábuti	JEFE Superior de un cuerpo
garinagu;Garifuna;;;;;;;;;;;;;x 
##########FEUDAL
baron_female_garinagu;Pânâ aunigirutibu;;;;;;;;;;;;;x 		#pânâ aunigirutibu	GUARDIÁN Persona que cuida algo
baron_garinagu;Pânâu aunigirutibu;;;;;;;;;;;;;x 				
barony_of_garinagu;Farüga;;;;;;;;;;;;;x  					#fadaguaü / farüga	MURALLA Muro grande
count_garinagu;Waiyei;;;;;;;;;;;;;x   			
count_female_garinagu;Waiyau;;;;;;;;;;;;;x    
county_of_garinagu;Iyubudi lauti;;;;;;;;;;;;;x  			#weiyei / iyubudi	FEUDO Posesión de un señor
duke_female_garinagu;Gumadimau;;;;;;;;;;;;;x
duke_garinagu;Gumadima;;;;;;;;;;;;;x
duchy_of_garinagu;Gumadi lauti;;;;;;;;;;;;;x 				#gumadi	GOBERNACIÓN Lugar donde despacha el gobernador
king_garinagu;Ûwui;;;;;;;;;;;;;x
king_female_garinagu;Ûwuiu;;;;;;;;;;;;;x
kingdom_of_garinagu;Hauyei lauti;;;;;;;;;;;;;x
title_prince_garinagu;Inébewa;;;;;;;;;;;;;x	
title_prince_female_garinagu;Inébewa;;;;;;;;;;;;;x						##inébewa	MAJESTAD Rey o reina
emperor_garinagu;Luwain Iñunina;;;;;;;;;;;;x						#Luwain Iñuni Supremo
emperor_female_garinagu;Luwain Iñuninau;;;;;;;;;;;;;x
empire_of_garinagu;Arâmuni Hauyei lauti;;;;;;;;;;;;;x		#Arâmuni Alto
###########REPUBLIC
city_baron_female_garinagu;Gawagutiu;;;;;;;;;;;;;x
city_baron_garinagu;Gawaguti;;;;;;;;;;;;;x				#gawaguti							#DELEGADO Persona en quien se delega
city_barony_of_garinagu;Gawagutiña lauti;;;;;;;;;;;;;x	#gawagutiña	DELEGACIÓN Conjunto de delegados
city_count_garinagu;Galidi;;;;;;;;;;;;;x				#galidi / agalidihati	ALCALDE Persona que preside una alcaldía
city_count_female_garinagu;Galidiu;;;;;;;;;;;;;x
city_county_of_garinagu;Gabilidu lautu;;;;;;;;;;;;;x	#gabilidu	ALCALDÍA Territorio de su jurisdicción
city_duke_female_garinagu;Agabutihatu;;;;;;;;;;;;;x
city_duke_garinagu;Agabutihati;;;;;;;;;;;;;x
city_duchy_of_garinagu;Agairaü;;;;;;;;;;;;;x
city_king_garinagu;Furúmieti;;;;;;;;;;;;;x				##furúmieti (m) furúmietu (f )	PRIMERO Principal
city_king_female_garinagu;Furúmietu;;;;;;;;;;;;;x
